post_title	post_name	sku	parent_sku	children	stock	regular_price	sold_individually	tax_status	product_url	images	product_page_url
"K196 Kontender Black - White sidewall 25x1"	k196-kontender-black-white-sidewall-25x1	K2590074				40.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K196_gybk.jpg ! alt :  ! title : K196_gybk ! desc :  ! caption : "	https://49b.pfcd.ca/product/k196-kontender-black-white-sidewall-25x1/
"CR20 Cross Spokes – Black"	cr20-cross-spokes-black	4WH062				272.00	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH062-1.png ! alt :  ! title : 4WH062-1 ! desc :  ! caption : "	https://49b.pfcd.ca/product/cr20-cross-spokes-black/
"25x1 (25-559) Hexon K1223 – Black"	25x1-25-559-hexon-k1223-black	K25241223171				50.00	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/K1223-Hexon.png ! alt :  ! title : K1223-Hexon ! desc :  ! caption : "	https://49b.pfcd.ca/product/25x1-25-559-hexon-k1223-black/
"28'' CR20 - Cross Spokes"	28-cr20-cross-spokes	4WH154				195.00	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH148.jpg ! alt :  ! title : 4WH148 ! desc :  ! caption : "	https://49b.pfcd.ca/product/28-cr20-cross-spokes/
"700c Equalizer"	700c-equalizer	4WH465				245.00	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH450.jpg ! alt :  ! title : 4WH450 ! desc :  ! caption : "	https://49b.pfcd.ca/product/700c-equalizer/
"24'' CR20 - Cross Spokes"	24-cr20-cross-spokes	4WH148				195.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH148.jpg ! alt :  ! title : 4WH148 ! desc :  ! caption : "	https://49b.pfcd.ca/product/24-cr20-cross-spokes/
"25'' CR20 - Cross Spokes"	25-cr20-cross-spokes	4WH150				195.00	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH148.jpg ! alt :  ! title : 4WH148 ! desc :  ! caption : "	https://49b.pfcd.ca/product/25-cr20-cross-spokes/
"24'' CR20 Black 36S-3X"	24-cr20-black-36s-3x	4WH155				325.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH155.jpg ! alt :  ! title : 4WH155 ! desc :  ! caption : "	https://49b.pfcd.ca/product/24-cr20-black-36s-3x/
"25'' CR20 Black 36S-3X"	25-cr20-black-36s-3x	4WH156				325.00	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH155.jpg ! alt :  ! title : 4WH155 ! desc :  ! caption : "	https://49b.pfcd.ca/product/25-cr20-black-36s-3x/
"24'' Equalizer"	24-equalizer	4WH450				245.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH450.jpg ! alt :  ! title : 4WH450 ! desc :  ! caption : "	https://49b.pfcd.ca/product/24-equalizer/
"25'' Equalizer"	25-equalizer	4WH455				245.00	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH450.jpg ! alt :  ! title : 4WH450 ! desc :  ! caption : "	https://49b.pfcd.ca/product/25-equalizer/
"24'' Zero G"	24-zero-g	4WH210				160.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH210.jpg ! alt :  ! title : 4WH210 ! desc :  ! caption : "	https://49b.pfcd.ca/product/24-zero-g/
"25'' Zero G"	25-zero-g	4WH220				160.00	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH210.jpg ! alt :  ! title : 4WH210 ! desc :  ! caption : "	https://49b.pfcd.ca/product/25-zero-g/
"24'' Cyclone Aluminum"	24-cyclone-aluminum	4WH250				625.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH250.jpg ! alt :  ! title : 4WH250 ! desc :  ! caption : "	https://49b.pfcd.ca/product/24-cyclone-aluminum/
"24'' Phoenix Aluminum"	24-phoenix-aluminum	4WH253				625.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH253.jpg ! alt :  ! title : 4WH253 ! desc :  ! caption : "	https://49b.pfcd.ca/product/24-phoenix-aluminum/
"25'' Cyclone Aluminum"	25-cyclone-aluminum	4WH260				625.00	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH250.jpg ! alt :  ! title : 4WH250 ! desc :  ! caption : "	https://49b.pfcd.ca/product/25-cyclone-aluminum/
"25'' Phoenix Aluminum"	25-phoenix-aluminum	4WH263				625.00	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH253.jpg ! alt :  ! title : 4WH253 ! desc :  ! caption : "	https://49b.pfcd.ca/product/25-phoenix-aluminum/
"24'' Twin Star"	24-twin-star	4WH430				640.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH430.jpg ! alt :  ! title : 4WH430 ! desc :  ! caption : "	https://49b.pfcd.ca/product/24-twin-star/
"25'' Twin Star"	25-twin-star	4WH431				640.00	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH430.jpg ! alt :  ! title : 4WH430 ! desc :  ! caption : "	https://49b.pfcd.ca/product/25-twin-star/
"24'' X-Core Mag 5"	24-x-core-mag-5	4WH575				115.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/01/4WH565.jpg ! alt :  ! title : Mag-Xcore.jpg ! desc :  ! caption : "	https://49b.pfcd.ca/product/24-x-core-mag-5/
"24'' Wire"	24-wire	4WH635				150.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/01/4WH625.jpg ! alt :  ! title : SpinergySpinwire.jpg ! desc :  ! caption : "	https://49b.pfcd.ca/product/24-wire/
"24"" X-CoreTM 3-Spoke Carbon Fiber- Black"	24-x-coretm-3-spoke-carbon-fiber-black	4WH580				585.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH580.png ! alt :  ! title : 4WH580 ! desc :  ! caption : "	https://49b.pfcd.ca/product/24-x-coretm-3-spoke-carbon-fiber-black/
"540 Loopwheel Carbon"	540-loopwheel-carbon	4WH885-LWC				2768.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/loopwheels-5076.png ! alt :  ! title : loopwheels-5076 ! desc :  ! caption : "	https://49b.pfcd.ca/product/540-loopwheel-carbon/
"559 Loopwheel Carbon"	559-loopwheel-carbon	4WH886-LWC				2768.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/loopwheels-5076.png ! alt :  ! title : loopwheels-5076 ! desc :  ! caption : "	https://49b.pfcd.ca/product/559-loopwheel-carbon/
"26'' CR20 - Cross Spokes"	26-cr20-cross-spokes	4WH152				195.00	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH148.jpg ! alt :  ! title : 4WH148 ! desc :  ! caption : "	https://49b.pfcd.ca/product/26-cr20-cross-spokes/
"26'' CR20 Black 36S-3X"	26-cr20-black-36s-3x	4WH157				325.00	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH155.jpg ! alt :  ! title : 4WH155 ! desc :  ! caption : "	https://49b.pfcd.ca/product/26-cr20-black-36s-3x/
"26'' Equalizer"	26-equalizer	4WH460				245.00	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/04/4WH450.jpg ! alt :  ! title : 4WH450 ! desc :  ! caption : "	https://49b.pfcd.ca/product/26-equalizer/
"26'' Wire"	26-wire	4WH645				150.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/01/4WH625.jpg ! alt :  ! title : SpinergySpinwire.jpg ! desc :  ! caption : "	https://49b.pfcd.ca/product/26-wire/
"25'' Wire"	25-wire	4WH640				150.000000	no	taxable		"https://49b.pfcd.ca/wp-content/uploads/2024/01/4WH625.jpg ! alt :  ! title : SpinergySpinwire.jpg ! desc :  ! caption : "	https://49b.pfcd.ca/product/25-wire/
